automated_name	n_proteins	detected_in_input	detected_in_phospho	detected_in_input_norm_phospho
c100412-g1 1-to-1 DNAH2 dynein axonemal heavy chain 2	6	TRUE	TRUE	TRUE
c100414-g1 1-to-1 MRPL47 mitochondrial ribosomal protein L47	1	TRUE	FALSE	FALSE
c100415-g1 1-to-2 MPPED2,MPPED1 metallophosphoesterase domain containing 2	1	TRUE	FALSE	FALSE
c100416-g1 2-to-1 HPS1 HPS1, biogenesis of lysosomal organelles complex 3 subunit 1	2	TRUE	TRUE	TRUE
c100417-g1 1-to-1 SMAD4 SMAD family member 4	3	TRUE	TRUE	FALSE
c100418-g1 TFPI2 (tissue factor pathway inhibitor 2) - emapper OG	2	TRUE	FALSE	FALSE
c100419-g1	1	TRUE	FALSE	FALSE
c100420-g1 1-to-1 EXOSC7 exosome component 7	1	TRUE	FALSE	FALSE
c100422-g1 17-to-1 CYP46A1 cytochrome P450 family 46 subfamily A member 1	1	TRUE	FALSE	FALSE
c100423-g1 1-to-1 MRPS18B mitochondrial ribosomal protein S18B	1	TRUE	FALSE	FALSE
c100424-g1 2-to-4 PFKFB4,PFKFB2,PFKFB1,PFKFB3 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	1	TRUE	TRUE	TRUE
c100426-g1 1-to-1 NOP14 NOP14 nucleolar protein	2	TRUE	TRUE	TRUE
c100428-g3 2-to-4 EPB41L1,EPB41L2,EPB41L3,EPB41 erythrocyte membrane protein band 4.1 like 1	1	TRUE	TRUE	TRUE
c100428-g4 1-to-17 ADAMTS2,ADAMTS8,ADAMTS17,ADAMTS10... ADAM metallopeptidase with thrombospondin type 1 motif	2	TRUE	TRUE	TRUE
c100430-g1 1-to-1 CCNK cyclin K	1	TRUE	FALSE	FALSE
c100432-g2 (Aldose 1-epimerase) - emapper OG	1	TRUE	TRUE	TRUE
c100434-g1 1-to-3 PRPS1,PRPS2,PRPS1L1 phosphoribosyl pyrophosphate synthetase 1	4	TRUE	TRUE	FALSE
c100434-g2 5-to-2 TRIM45,TRIM3 tripartite motif containing 45	2	TRUE	TRUE	TRUE
c100435-g1 1-to-1 NAPG NSF attachment protein gamma	1	TRUE	TRUE	TRUE
c100436-g1 1-to-1 ACADVL acyl-CoA dehydrogenase, very long chain	1	TRUE	FALSE	FALSE
c100437-g1 1-to-1 WASHC3 WASH complex subunit 3	1	TRUE	FALSE	FALSE
c100438-g1 1-to-1 TSTD1 thiosulfate sulfurtransferase like domain containing 1	2	TRUE	FALSE	FALSE
c100440-g1	1	FALSE	TRUE	FALSE
c100444-g1 2-to-2 SLC2A6,SLC2A8 solute carrier family 2 member 6	1	TRUE	TRUE	TRUE
c100445-g1	1	TRUE	TRUE	TRUE
c100446-g1 1-to-1 DRC3 dynein regulatory complex subunit 3	1	TRUE	FALSE	FALSE
c100448-g1 1-to-1 PDPK1 3-phosphoinositide dependent protein kinase 1	2	TRUE	TRUE	TRUE
c100449-g1 RTKN2 (Rhotekin) - emapper OG	2	TRUE	TRUE	FALSE
c100452-g1 (LATrophilin) - emapper OG	1	TRUE	FALSE	FALSE
c100453-g1 1-to-2 GON4L,YY1AP1 gon-4 like	2	FALSE	TRUE	FALSE
c100454-g1 1-to-1 M6PR mannose-6-phosphate receptor, cation dependent	1	TRUE	FALSE	FALSE
c100455-g1 NONF (ThiJ PfpI domain-containing protein) - emapper OG	1	TRUE	TRUE	TRUE
c100456-g2 1-to-1 SPG11 SPG11, spatacsin vesicle trafficking associated	6	TRUE	TRUE	FALSE
c100456-g4 hs-WFDC12,AVP,IGFL3,DEFB132,IGFL4,DEFB116,DEFB109B,DE..	1	TRUE	FALSE	FALSE
c100457-g1 2-to-1 MAN1B1 mannosidase alpha class 1B member 1	1	TRUE	FALSE	FALSE
c100459-g1 1-to-1 FDPS farnesyl diphosphate synthase	1	TRUE	FALSE	FALSE
c100460-g1 1-to-1 FTCD formimidoyltransferase cyclodeaminase	2	TRUE	FALSE	FALSE
c100462-g1 (Inherit from opiNOG: Eukaryotic elongation factor-2 kinase) - emapper OG	1	TRUE	TRUE	TRUE
c100463-g1 (peptidase M20 domain containing 2) - emapper OG	2	TRUE	FALSE	FALSE
c100465-g1 1-to-1 THOC6 THO complex 6	1	TRUE	FALSE	FALSE
c100466-g1 COVA, Manduca sexta	1	FALSE	TRUE	FALSE
c100466-g2 hs-GTSE1,FAM53C,GLCCI1	1	FALSE	TRUE	FALSE
c100469-g1	1	TRUE	FALSE	FALSE
c100471-g1 1-to-1 KIAA0355 KIAA0355	3	TRUE	TRUE	TRUE
c100472-g1 PABPC1L (poly(A) binding protein, cytoplasmic) - emapper OG	1	TRUE	FALSE	FALSE
c100473-g1 1-to-2 DERL2,DERL3 derlin 2	1	TRUE	FALSE	FALSE
c100474-g1 1-to-1 TFIP11 tuftelin interacting protein 11	2	TRUE	TRUE	TRUE
c100475-g1	1	TRUE	FALSE	FALSE
c100480-g2 (Two component regulator propeller domain protein) - emapper OG	1	TRUE	FALSE	FALSE
c100480-g3 1-to-1 TSFM Ts translation elongation factor, mitochondrial	1	TRUE	FALSE	FALSE
c100481-g1 hs-C20orf96,MYZAP,C10orf67,BLZF1,TNIP3,CCDC89,GOLGA8A..	2	FALSE	TRUE	FALSE
c100483-g1 1-to-1 BABAM2 BRISC and BRCA1 A complex member 2	1	TRUE	FALSE	FALSE
c100484-g1 1-to-1 RFC5 replication factor C subunit 5	2	TRUE	TRUE	TRUE
c100486-g1 MSA1, Saccharomyces cerevisiae (strain ATCC 204508..	1	FALSE	TRUE	FALSE
c100490-g1 (Inherit from euNOG: spectrin repeat containing, nuclear envelope) - emapper OG	4	TRUE	TRUE	TRUE
c100491-g1 1-to-2 AP3B1,AP3B2 adaptor related protein complex 3 beta 1 subunit	1	TRUE	FALSE	FALSE
c100492-g1 1-to-1 SNRNP70 small nuclear ribonucleoprotein U1 subunit 70	1	TRUE	FALSE	FALSE
c100493-g1 1-to-1 SRP54 signal recognition particle 54	2	TRUE	FALSE	FALSE
c100495-g1 DUT (Deoxyuridine triphosphatase) - emapper OG	2	TRUE	TRUE	FALSE
c100496-g1 1-to-1 WDR46 WD repeat domain 46	1	TRUE	TRUE	TRUE
c100497-g1 (PH domain) - emapper OG	1	TRUE	FALSE	FALSE
c100499-g1 hs-CEP85,CAGE1,LZTS1,CCDC110	1	TRUE	FALSE	FALSE
c100500-g1 DBF4B (DBF4 homolog B (S. cerevisiae)) - emapper OG	1	TRUE	FALSE	FALSE
c100501-g1 (domain protein) - emapper OG	1	TRUE	FALSE	FALSE
c100503-g1 GULO (l-gulonolactone oxidase-like) - emapper OG	1	TRUE	FALSE	FALSE
c100509-g1 KIAA0101 (kiaa0101) - emapper OG	1	FALSE	TRUE	FALSE
c100510-g1 1-to-1 GTF2F1 general transcription factor IIF subunit 1	1	TRUE	TRUE	TRUE
c100512-g1 hs-PTPRCAP,C1orf185,C16orf54,RELL1,FAM163B,SCIMP,SIT1..	1	FALSE	TRUE	FALSE
c100514-g1	1	TRUE	FALSE	FALSE
c100515-g1 1-to-1 DLL1 delta like canonical Notch ligand 1	2	TRUE	FALSE	FALSE
c100516-g1 1-to-1 TBCB tubulin folding cofactor B	1	TRUE	TRUE	TRUE
c100517-g1 hs-STARD5,STARD4,PCTP,STARD6,STAR	1	TRUE	FALSE	FALSE
c100518-g1 1-to-1 UTP6 UTP6, small subunit processome component	1	TRUE	TRUE	TRUE
c100520-g1 2-to-2 ZCCHC11,ZCCHC6 zinc finger CCHC-type containing 11	3	TRUE	FALSE	FALSE
c100521-g1 1-to-1 ATP5A1 ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac mus	1	TRUE	TRUE	TRUE
c100522-g1	1	TRUE	FALSE	FALSE
c100523-g3 6-to-3 FLNC,FLNA,FLNB filamin C	1	TRUE	FALSE	FALSE
c100525-g1 1-to-1 SCPEP1 serine carboxypeptidase 1	1	TRUE	FALSE	FALSE
c100528-g1 1-to-2 CCNT1,CCNT2 cyclin T1	1	TRUE	TRUE	TRUE
c100530-g1	2	FALSE	TRUE	FALSE
c100530-g3	1	FALSE	TRUE	FALSE
c100531-g1 1-to-1 BLOC1S5 biogenesis of lysosomal organelles complex 1 subunit 5	1	TRUE	TRUE	TRUE
c100532-g1 1-to-1 SZT2 SZT2, KICSTOR complex subunit	3	FALSE	TRUE	FALSE
c100533-g1 1-to-2 MED12,MED12L mediator complex subunit 12	3	TRUE	TRUE	TRUE
c100533-g2	1	FALSE	TRUE	FALSE
c100533-g6 1-to-1 RRP15 ribosomal RNA processing 15 homolog	1	TRUE	FALSE	FALSE
c100533-g7 szy-20, Caenorhabditis elegans	1	TRUE	TRUE	TRUE
c100535-g1 (Inherit from opiNOG: alternative oxidase) - emapper OG	1	TRUE	FALSE	FALSE
c100536-g1 1-to-1 POLE DNA polymerase epsilon, catalytic subunit	3	TRUE	TRUE	TRUE
c100537-g1 2-to-1 TRANK1 tetratricopeptide repeat and ankyrin repeat containing 1	4	TRUE	TRUE	TRUE
c100538-g1 1-to-1 TRAF3IP1 TRAF3 interacting protein 1	2	FALSE	TRUE	FALSE
c100538-g2 2-to-2 RAB26,RAB37 RAB26, member RAS oncogene family	1	TRUE	TRUE	TRUE
c100540-g1 1-to-1 ODF2 outer dense fiber of sperm tails 2	2	TRUE	TRUE	FALSE
c100541-g1 1-to-1 GRWD1 glutamate rich WD repeat containing 1	1	TRUE	TRUE	TRUE
c100543-g1 1-to-3 GIPC3,GIPC2,GIPC1 GIPC PDZ domain containing family member 3	1	TRUE	FALSE	FALSE
c100543-g2	1	FALSE	TRUE	FALSE
c100545-g1 1-to-1 CXXC1 CXXC finger protein 1	2	TRUE	FALSE	FALSE
c100548-g1 EDC1, Debaryomyces hansenii (strain ATCC 36239 / C..	1	FALSE	TRUE	FALSE
c100550-g1 1-to-1 WDR3 WD repeat domain 3	1	TRUE	FALSE	FALSE
c100550-g2 hs-HNRNPA0,ALYREF	1	TRUE	TRUE	TRUE
c100550-g3 hs-NCBP2,ALYREF,HNRNPA0	1	TRUE	TRUE	TRUE
c100551-g1 1-to-1 UCKL1 uridine-cytidine kinase 1 like 1	2	TRUE	TRUE	FALSE
c100552-g1 1-to-1 TIMM8A translocase of inner mitochondrial membrane 8A	1	TRUE	FALSE	FALSE
c100557-g1 hs-FAM163A,FAM163B,TRAT1,C2orf74,C16orf54,GAPT	1	FALSE	TRUE	FALSE
c100558-g1 1-to-1 PAFAH1B1 platelet activating factor acetylhydrolase 1b regulatory subunit 1	1	TRUE	FALSE	FALSE
c100559-g2 1-to-1 TBC1D30 TBC1 domain family member 30	1	FALSE	TRUE	FALSE
c100560-g3 (FBOX) - emapper OG	1	TRUE	FALSE	FALSE
c100562-g1 1-to-1 EIF2B5 eukaryotic translation initiation factor 2B subunit epsilon	2	TRUE	FALSE	FALSE
c100566-g1 1-to-1 NOC3L NOC3 like DNA replication regulator	2	TRUE	TRUE	FALSE
c100569-g1	2	FALSE	TRUE	FALSE
c100570-g1 IFT81 (intraflagellar transport 81 homolog (Chlamydomonas)) - emapper OG	1	TRUE	FALSE	FALSE
c100572-g1 1-to-1 DNTTIP1 deoxynucleotidyltransferase terminal interacting protein 1	1	TRUE	FALSE	FALSE
c100574-g1 (Nucleolar protein 4) - emapper OG	3	TRUE	TRUE	TRUE
c100575-g1 1-to-1 MRPL55 mitochondrial ribosomal protein L55	1	TRUE	FALSE	FALSE
c100577-g1 1-to-1 ABHD13 abhydrolase domain containing 13	1	TRUE	FALSE	FALSE
c100578-g1 1-to-1 DUSP10 dual specificity phosphatase 10	1	TRUE	TRUE	TRUE
c100579-g1 1-to-1 EBF4 early B-cell factor 4	2	TRUE	TRUE	FALSE
c100579-g2 1-to-1 NUP155 nucleoporin 155	3	TRUE	TRUE	TRUE
c100580-g1 DUOX1 (Dual oxidase) - emapper OG	1	TRUE	TRUE	TRUE
c100581-g1 1-to-1 RALGAPB Ral GTPase activating protein non-catalytic beta subunit	2	TRUE	TRUE	TRUE
c100581-g2 1-to-1 UQCRB ubiquinol-cytochrome c reductase binding protein	1	TRUE	FALSE	FALSE
c100581-g3 TMEM30A (Cell cycle control protein) - emapper OG	1	TRUE	TRUE	TRUE
c100583-g1 (Methyl-CpG binding domain) - emapper OG	1	TRUE	TRUE	TRUE
c100584-g2 hs-GNLY,IL2,SCGB2B2,GUCA2A,SCGB2A1	1	TRUE	FALSE	FALSE
c100584-g3 PSAP, Sus scrofa	1	TRUE	FALSE	FALSE
c100585-g2 (Inherit from opiNOG: Trypsin Inhibitor like cysteine rich domain) - emapper OG	1	TRUE	FALSE	FALSE
c100586-g1 hs-ARMC8	2	TRUE	FALSE	FALSE
c100588-g1 5-to-1 ARHGEF17 Rho guanine nucleotide exchange factor 17	5	TRUE	TRUE	TRUE
c100590-g1 hs-C1orf43	1	TRUE	TRUE	TRUE
c100591-g1 1-to-1 PIPOX pipecolic acid and sarcosine oxidase	1	TRUE	TRUE	TRUE
c100592-g1 1-to-2 CCZ1B,CCZ1 CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated	1	TRUE	TRUE	TRUE
c100595-g1 1-to-1 TIMM44 translocase of inner mitochondrial membrane 44	1	TRUE	FALSE	FALSE
c100596-g2 LOXL4 (lysyl oxidase-like 4) - emapper OG	1	FALSE	TRUE	FALSE
c100598-g1 3-to-2 TARBP2,PRKRA TARBP2, RISC loading complex RNA binding subunit	1	FALSE	TRUE	FALSE
c100603-g1 1-to-2 UNC45B,UNC45A unc-45 myosin chaperone B	1	TRUE	FALSE	FALSE
c100604-g1 8-to-6 ALOX12,ALOXE3,ALOX12B,ALOX5... arachidonate 12-lipoxygenase, 12S type	1	TRUE	FALSE	FALSE
c100605-g2 (ankyrin repeat) - emapper OG	1	FALSE	TRUE	FALSE
c100606-g1 2-to-1 HTATIP2 HIV-1 Tat interactive protein 2	1	TRUE	TRUE	TRUE
c100608-g2 1-to-2 CSNK1D,CSNK1E casein kinase 1 delta	1	TRUE	TRUE	TRUE
c100610-g1 6-to-2 PLA2G15,LCAT phospholipase A2 group XV	2	TRUE	FALSE	FALSE
c100610-g3 (Inherit from opiNOG: alpha-glucosidase) - emapper OG	3	TRUE	TRUE	TRUE
c100611-g1 1-to-1 ACTR10 actin related protein 10 homolog	1	TRUE	TRUE	TRUE
c100612-g1 UBB (polyubiquitin) - emapper OG	2	TRUE	TRUE	TRUE
c100613-g1 1-to-1 MRPL3 mitochondrial ribosomal protein L3	1	TRUE	FALSE	FALSE
c100614-g1 1-to-1 OS9 OS9, endoplasmic reticulum lectin	1	TRUE	FALSE	FALSE
c100616-g2 OSI-25162 (StAR-related lipid transfer (START) domain containing) - emapper OG	1	TRUE	FALSE	FALSE
c100617-g2 PRPF38A (PRP38 pre-mRNA processing factor 38 (Yeast) domain containing A) - emapper OG	1	TRUE	FALSE	FALSE
c100619-g1 1-to-1 DNAJB11 DnaJ heat shock protein family (Hsp40) member B11	1	TRUE	FALSE	FALSE
c100620-g1 3-to-3 GPC1,GPC4,GPC6 glypican 1	1	TRUE	FALSE	FALSE
c100621-g1 1-to-2 FBXO30,FBXO40 F-box protein 30	1	TRUE	TRUE	TRUE
c100622-g1 TMEM165 (transmembrane protein 165) - blastp	1	TRUE	FALSE	FALSE
c100623-g1	5	TRUE	TRUE	TRUE
c100626-g1 4-to-3 SV2A,SV2B,SV2C synaptic vesicle glycoprotein 2A	1	TRUE	TRUE	TRUE
c100631-g1 1-to-1 PLGRKT plasminogen receptor with a C-terminal lysine	1	TRUE	FALSE	FALSE
c100632-g1 1-to-1 INTS10 integrator complex subunit 10	2	TRUE	FALSE	FALSE
c100635-g2 stmn2-a, Xenopus laevis	1	FALSE	TRUE	FALSE
c100638-g1 1-to-2 PSMB6,PSMB9 proteasome subunit beta 6	1	TRUE	TRUE	TRUE
c100638-g2 (TUDOR) - emapper OG	1	TRUE	TRUE	TRUE
c100638-g3 TDRD1 (tudor domain containing 1) - emapper OG	1	TRUE	FALSE	FALSE
c100640-g1 1-to-2 UPF3B,UPF3A UPF3B, regulator of nonsense mediated mRNA decay	1	TRUE	TRUE	TRUE
c100641-g1	1	TRUE	FALSE	FALSE
c100641-g3 3-to-2 RAB1B,RAB1A RAB1B, member RAS oncogene family	1	TRUE	FALSE	FALSE
c100641-g4 RAB1A (member RAS oncogene family) - emapper OG	1	TRUE	TRUE	TRUE
c100644-g1	2	TRUE	TRUE	FALSE
c100644-g2	1	FALSE	TRUE	FALSE
c100646-g1 1-to-1 SF3A2 splicing factor 3a subunit 2	1	TRUE	TRUE	TRUE
c100647-g1 1-to-1 DRG2 developmentally regulated GTP binding protein 2	1	TRUE	FALSE	FALSE
c100648-g1 CTBS (chitobiase, di-N-acetyl) - emapper OG	1	TRUE	FALSE	FALSE
c100652-g1 PIDD (Leucine-rich repeats and calponin homology (CH) domain containing) - emapper OG	2	TRUE	TRUE	TRUE
c100653-g1 1-to-1 YARS2 tyrosyl-tRNA synthetase 2	1	TRUE	FALSE	FALSE
c100654-g1 MSL1 (male-specific lethal 1 homolog (Drosophila)) - emapper OG	1	TRUE	TRUE	TRUE
c100655-g1 1-to-2 TMEM131,TMEM131L transmembrane protein 131	6	TRUE	TRUE	TRUE
c100656-g1 EEA1 (early endosome antigen 1) - emapper OG	2	TRUE	TRUE	TRUE
c100660-g1 1-to-2 SGSM2,SGSM1 small G protein signaling modulator 2	1	TRUE	FALSE	FALSE
c100661-g1 1-to-1 PGGT1B protein geranylgeranyltransferase type I subunit beta	1	TRUE	FALSE	FALSE
c100664-g1 (Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain) - emapper OG	2	TRUE	TRUE	FALSE
c100665-g2 MIA3 (melanoma inhibitory activity family, member 3) - emapper OG	1	TRUE	TRUE	TRUE
c100667-g1 NCAPG2 (non-SMC condensin II complex, subunit G2) - emapper OG	2	TRUE	FALSE	FALSE
c100669-g1 1-to-1 SH3D19 SH3 domain containing 19	1	TRUE	FALSE	FALSE
c100670-g1 3-to-2 ARHGAP5,ARHGAP35 Rho GTPase activating protein 5	4	TRUE	TRUE	FALSE
c100672-g1 1-to-1 CCDC65 coiled-coil domain containing 65	1	TRUE	FALSE	FALSE
c100674-g2 2-to-1 SENP6 SUMO1/sentrin specific peptidase 6	1	FALSE	TRUE	FALSE
c100675-g1 1-to-1 TTC36 tetratricopeptide repeat domain 36	1	TRUE	FALSE	FALSE
c100676-g1 (Inherit from opiNOG: tetraspanin 18) - emapper OG	1	TRUE	FALSE	FALSE
c100679-g1 1-to-1 LAMA2 laminin subunit alpha 2	1	TRUE	TRUE	TRUE
c100679-g2 1-to-1 COMMD10 COMM domain containing 10	1	TRUE	FALSE	FALSE
c100680-g1 (tripartite motif containing 71, E3 ubiquitin protein ligase) - emapper OG	1	TRUE	FALSE	FALSE
c100681-g1	2	TRUE	TRUE	FALSE
c100682-g1 MANBA (Mannosidase, beta A, lysosomal) - emapper OG	1	TRUE	FALSE	FALSE
c100683-g1	2	TRUE	TRUE	FALSE
c100684-g1 1-to-2 PHKA1,PHKA2 phosphorylase kinase regulatory subunit alpha 1	2	TRUE	TRUE	TRUE
c100685-g1 LHX4 (LIM homeobox) - emapper OG	1	TRUE	TRUE	TRUE
c100686-g1 1-to-3 TJP1,TJP2,TJP3 tight junction protein 1	2	TRUE	TRUE	TRUE
c100686-g2 DLG5 (Inherit from NOG: discs, large homolog 5 (Drosophila)) - emapper OG	2	TRUE	TRUE	TRUE
c100687-g1 1-to-1 CRISPLD2 cysteine rich secretory protein LCCL domain containing 2	1	TRUE	FALSE	FALSE
c100691-g1 3-to-2 SLC25A2,SLC25A15 solute carrier family 25 member 2	1	TRUE	FALSE	FALSE
c100692-g1 1-to-1 ACAD8 acyl-CoA dehydrogenase family member 8	1	TRUE	FALSE	FALSE
c100694-g1 1-to-1 SUCLA2 succinate-CoA ligase ADP-forming beta subunit	1	TRUE	TRUE	TRUE
c100697-g1 1-to-1 PSMD11 proteasome 26S subunit, non-ATPase 11	1	TRUE	TRUE	TRUE
c100697-g2 hs-PRDX1,PRDX2,PRDX6,PRXL2B,PRXL2C,GPX1,NXNL1	1	TRUE	FALSE	FALSE
c100698-g1 1-to-3 DENND1A,DENND1C,DENND1B DENN domain containing 1A	2	TRUE	TRUE	TRUE
c100703-g1 1-to-1 GNL1 G protein nucleolar 1 (putative)	2	TRUE	TRUE	TRUE
c100703-g2 1-to-1 LENG8 leukocyte receptor cluster member 8	1	TRUE	TRUE	TRUE
c100704-g2 (Inherit from opiNOG: CLK4-associating serine arginine rich protein) - emapper OG	1	TRUE	FALSE	FALSE
c100705-g1 1-to-3 DCDC2,DCDC2C,DCDC2B doublecortin domain containing 2	1	TRUE	TRUE	TRUE
c100706-g1 6-to-2 RAB26,RAB37 RAB26, member RAS oncogene family	2	TRUE	TRUE	FALSE
c100709-g1 1-to-2 SAXO2,SAXO1 stabilizer of axonemal microtubules 2	2	TRUE	TRUE	FALSE
c100710-g1 1-to-1 UROD uroporphyrinogen decarboxylase	1	TRUE	FALSE	FALSE
c100711-g1 (Inherit from KOG: Ethylmalonic encephalopathy 1) - emapper OG	1	TRUE	TRUE	TRUE
c100712-g1 1-to-2 CUL9,CUL7 cullin 9	3	TRUE	FALSE	FALSE
c100715-g1 1-to-1 GTPBP6 GTP binding protein 6 (putative)	2	TRUE	TRUE	FALSE
c100716-g1 1-to-1 CEP350 centrosomal protein 350	5	TRUE	TRUE	TRUE
c100717-g1 hs-M6PR,UPK3BL1,UPK3BL2	1	TRUE	FALSE	FALSE
c100717-g3 1-to-2 FAM50B,FAM50A family with sequence similarity 50 member B	1	TRUE	TRUE	TRUE
c100719-g1 1-to-1 DDX54 DEAD-box helicase 54	2	TRUE	TRUE	TRUE
c100720-g2 PWP1 (PWP1 homolog, endonuclein) - blastp	2	TRUE	FALSE	FALSE
c100722-g1 TCF4 (Transcription factor) - emapper OG	2	TRUE	TRUE	TRUE
c100723-g1 1-to-1 CAPN7 calpain 7	2	TRUE	FALSE	FALSE
c100724-g1 1-to-2 E2F7,E2F8 E2F transcription factor 7	1	TRUE	TRUE	TRUE
c100724-g3 1-to-2 DDI1,DDI2 DNA damage inducible 1 homolog 1	3	TRUE	TRUE	TRUE
c100725-g1 1-to-1 EBNA1BP2 EBNA1 binding protein 2	3	TRUE	TRUE	TRUE
c100726-g1 1-to-1 ESD esterase D	1	TRUE	FALSE	FALSE
c100727-g1 (lectin, galactoside-binding, soluble, 8) - emapper OG	1	TRUE	TRUE	TRUE
c100729-g2 1-to-2 TRAPPC6A,TRAPPC6B trafficking protein particle complex 6A	1	TRUE	FALSE	FALSE
c100730-g1 1-to-1 BRD8 bromodomain containing 8	1	TRUE	TRUE	TRUE
c100732-g1 TST (sulfurtransferase) - emapper OG	1	TRUE	FALSE	FALSE
c100733-g1 hs-PMEPA1,C16orf54,LAX1,LDLRAD4,WBP1	2	FALSE	TRUE	FALSE
c100734-g1 1-to-2 MYO1C,MYO1H myosin IC	2	TRUE	TRUE	TRUE
c100736-g1 (Inherit from NOG: ZnF-C2H2) - emapper OG	2	FALSE	TRUE	FALSE
c100740-g1 (Ring finger protein) - emapper OG	2	TRUE	TRUE	TRUE
c100741-g1 hs-HEBP1,HEBP2	1	TRUE	FALSE	FALSE
c100742-g1 5-to-1	7	TRUE	TRUE	TRUE
c100743-g1 1-to-1 CBFB core-binding factor beta subunit	1	TRUE	FALSE	FALSE
c100745-g1 1-to-1 ELP2 elongator acetyltransferase complex subunit 2	1	TRUE	TRUE	TRUE
c100746-g1 1-to-1 ECI1 enoyl-CoA delta isomerase 1	1	TRUE	FALSE	FALSE
c100748-g1 THA1 (Aldolase) - emapper OG	1	TRUE	FALSE	FALSE
c100749-g1 1-to-1 DXO decapping exoribonuclease	1	TRUE	TRUE	TRUE
c100750-g1	1	TRUE	FALSE	FALSE
c100752-g1 1-to-1 DNAH3 dynein axonemal heavy chain 3	3	TRUE	FALSE	FALSE
c100753-g1 DNZ1 (Zinc finger protein) - emapper OG	1	FALSE	TRUE	FALSE
c100754-g1 8-to-2 TRIM2,TRIM3 tripartite motif containing 2	1	TRUE	TRUE	TRUE
c100755-g1 1-to-1 ANKRD28 ankyrin repeat domain 28	1	TRUE	FALSE	FALSE
c100757-g1 1-to-2 PTPRN,PTPRN2 protein tyrosine phosphatase, receptor type N	1	TRUE	FALSE	FALSE
c100758-g1 (iron zinc purple acid phosphatase-like) - emapper OG	1	TRUE	FALSE	FALSE
c100759-g1 1-to-1 FH fumarate hydratase	1	TRUE	TRUE	TRUE
c100760-g1 1-to-1 TRABD TraB domain containing	1	TRUE	FALSE	FALSE
c100761-g1 PPIG (peptidylprolyl isomerase G (cyclophilin G)) - emapper OG	1	TRUE	TRUE	TRUE
c100762-g1 1-to-1 RPUSD2 RNA pseudouridylate synthase domain containing 2	2	TRUE	TRUE	FALSE
c100765-g1 (ras-related protein) - emapper OG	1	TRUE	TRUE	TRUE
c100766-g1 10-to-1 PNMT phenylethanolamine N-methyltransferase	2	TRUE	TRUE	FALSE
c100772-g1 1-to-1 KIFC1 kinesin family member C1	1	TRUE	FALSE	FALSE
c100774-g1 1-to-1 VAMP5 vesicle associated membrane protein 5	1	TRUE	FALSE	FALSE
c100778-g1 1-to-1 CLUAP1 clusterin associated protein 1	2	TRUE	TRUE	TRUE
c100779-g1 6-to-1 IRS1 insulin receptor substrate 1	1	TRUE	FALSE	FALSE
c100780-g1 2-to-1 ACSS1 acyl-CoA synthetase short chain family member 1	1	TRUE	FALSE	FALSE
c100781-g1 2-to-1 NUDT18 nudix hydrolase 18	1	TRUE	FALSE	FALSE
c100782-g1 1-to-1 CNOT2 CCR4-NOT transcription complex subunit 2	1	TRUE	TRUE	TRUE
c100783-g1 1-to-1 LARS2 leucyl-tRNA synthetase 2, mitochondrial	1	TRUE	FALSE	FALSE
c100784-g2 1-to-1 MVB12B multivesicular body subunit 12B	1	TRUE	FALSE	FALSE
c100785-g1 1-to-2 MCUR1,CCDC90B mitochondrial calcium uniporter regulator 1	1	TRUE	FALSE	FALSE
c100789-g1 (formin 2) - emapper OG	1	FALSE	TRUE	FALSE
c100790-g2 (Sulfotransferase domain) - emapper OG	1	TRUE	FALSE	FALSE
c100792-g1 hs-TNIP3,IKBKG	3	TRUE	TRUE	TRUE
c100793-g2 (muscle lim protein) - emapper OG	1	TRUE	TRUE	TRUE
c100794-g1 1-to-4 CNGA2,CNGA4,CNGA3,CNGA1 cyclic nucleotide gated channel alpha 2	1	FALSE	TRUE	FALSE
c100795-g1 1-to-1 ATP13A1 ATPase 13A1	3	TRUE	TRUE	TRUE
c100797-g1	1	TRUE	FALSE	FALSE
c100797-g2 1-to-1 DNAJC9 DnaJ heat shock protein family (Hsp40) member C9	1	TRUE	FALSE	FALSE
c100798-g1 1-to-1 DNAJC22 DnaJ heat shock protein family (Hsp40) member C22	1	TRUE	FALSE	FALSE
c100799-g1 1-to-2 PEX19,AL139011.2 peroxisomal biogenesis factor 19	1	TRUE	TRUE	TRUE
c100800-g1 2-to-1 OXA1L OXA1L, mitochondrial inner membrane protein	1	TRUE	FALSE	FALSE
c100801-g1 MEGF11 (multiple EGF-like-domains 11) - emapper OG	1	TRUE	FALSE	FALSE
c100803-g1 1-to-1 POMT2 protein O-mannosyltransferase 2	1	TRUE	FALSE	FALSE
c100804-g1 EDARADD, Macaca fascicularis	2	TRUE	FALSE	FALSE
c100804-g3	1	TRUE	FALSE	FALSE
c100805-g1 (Inherit from KOG: Sel-1 suppressor of lin-12-like) - emapper OG	1	TRUE	FALSE	FALSE
c100806-g1 1-to-2 AMMECR1,AMMECR1L Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis	1	TRUE	TRUE	TRUE
c100807-g1	3	TRUE	FALSE	FALSE
