Automated.name	clean_annotation_name	clean_annotation_name_fixed	Plot_Module	Label_Name	module
c101378-g2 1-to-3 IQGAP1,IQGAP2,IQGAP3 IQ motif containing GTPase activating protein 1	IQGAP1,IQGAP2,IQGAP3	IQGAP1,IQGAP2,IQGAP3	TRUE	FALSE	Actin dynamics
c101378-g2 1-to-3 IQGAP1,IQGAP2,IQGAP3 IQ motif containing GTPase activating protein 1	IQGAP1,IQGAP2,IQGAP3	IQGAP1,IQGAP2,IQGAP3	TRUE	FALSE	Cdc42 GTPase signaling
c101378-g2 1-to-3 IQGAP1,IQGAP2,IQGAP3 IQ motif containing GTPase activating protein 1	IQGAP1,IQGAP2,IQGAP3	IQGAP1,IQGAP2,IQGAP3	TRUE	FALSE	Rac1 GTPase signaling
c101378-g2 1-to-3 IQGAP1,IQGAP2,IQGAP3 IQ motif containing GTPase activating protein 1	IQGAP1,IQGAP2,IQGAP3	IQGAP1,IQGAP2,IQGAP3	TRUE	FALSE	Rho signaling
c101389-g1 1-to-2 SBF2,SBF1 SET binding factor 2	SBF2,SBF1	SBF2,SBF1	TRUE	FALSE	Phospholipid signaling
c101389-g1 1-to-2 SBF2,SBF1 SET binding factor 2	SBF2,SBF1	SBF2,SBF1	TRUE	FALSE	Vesicular trafficking
c101396-g1 2-to-3 TPPP2,TPPP,TPPP3 tubulin polymerization promoting protein family member 2	TPPP2,TPPP,TPPP3	TPPP2,TPPP,TPPP3	FALSE	FALSE	Microtubule dynamics
c101531-g1 CASP2 (caspase 2) - blastp	NA	NA	FALSE	FALSE	Apoptosis
c100898-g3 (cathepsin) - emapper OG	NA	NA	FALSE	FALSE	Lysosomes
c101402-g1 1-to-1 CLINT1 clathrin interactor 1	CLINT1	CLINT1	FALSE	FALSE	Vesicular trafficking
c101407-g1 EIF4H (eukaryotic translation initiation factor 4H) - emapper OG	EIF4H	EIF4H	FALSE	FALSE	RNA processing
c112129-g1 1-to-1 CCDC138 coiled-coil domain containing 138	NA	NA	FALSE	FALSE	Regulation of ciliary function
c101427-g2 AIM3, Lachancea thermotolerans (strain ATCC 56472 ..	AIM3,	AIM3	FALSE	FALSE	Metabolism
c104223-g4 1-to-1 CCDC6 coiled-coil domain containing 6	NA	NA	FALSE	FALSE	Stress-related transcription activity
c101451-g1 HERC4 (HECT and RLD domain containing E3 ubiquitin protein ligase 4) - blastp	HERC4	HERC4	FALSE	FALSE	Regulation of inflammation
c110225-g1 1-to-1 CCDC81 coiled-coil domain containing 81	NA	NA	FALSE	FALSE	Regulation of ciliary function
c105766-g1 1-to-1 CCDC87 coiled-coil domain containing 87	NA	NA	FALSE	FALSE	Lysosomes
c104049-g1 1-to-1 CCDC91 coiled-coil domain containing 91	NA	NA	FALSE	FALSE	Vesicular trafficking
c101485-g1 1-to-1 NCKIPSD NCK interacting protein with SH3 domain	NCKIPSD	NCKIPSD	TRUE	FALSE	Actin dynamics
c101485-g1 1-to-1 NCKIPSD NCK interacting protein with SH3 domain	NCKIPSD	NCKIPSD	TRUE	FALSE	Actin network assembly
c101485-g1 1-to-1 NCKIPSD NCK interacting protein with SH3 domain	NCKIPSD	NCKIPSD	TRUE	FALSE	Actomyosin contractility
c101485-g1 1-to-1 NCKIPSD NCK interacting protein with SH3 domain	NCKIPSD	NCKIPSD	TRUE	FALSE	Vesicular trafficking
c101493-g3 1-to-1 DNAH5 dynein axonemal heavy chain 5	DNAH5	DNAH5	FALSE	FALSE	Regulation of ciliary function
c101497-g1 1-to-4 MAP3K10,MAP3K11,MAP3K21,MAP3K9 mitogen-activated protein kinase kinase kinase 10	MAP3K10,MAP3K11,MAP3K21,MAP3K9	MAP3K10,MAP3K11,MAP3K21,MAP3K9	FALSE	FALSE	JNK/p38 MAPK signaling
c101517-g1 1-to-2 CCDC63,CCDC114 coiled-coil domain containing 63	CCDC63,CCDC114	CCDC63,CCDC114	FALSE	FALSE	Regulation of ciliary function
c101521-g2 1-to-2 KIAA0319L,KIAA0319 KIAA0319 like	KIAA0319L,KIAA0319	KIAA0319L,KIAA0319	FALSE	FALSE	Regulation of adhesion complexes
c101522-g1 1-to-1 PPWD1 peptidylprolyl isomerase domain and WD repeat containing 1	PPWD1	PPWD1	FALSE	FALSE	Chaperone
c101977-g1 1-to-2 CCNA1,CCNA2 cyclin A1	NA	NA	FALSE	FALSE	Regulation of cell cycle
c101545-g1 OGG1 (8-oxoguanine DNA glycosylase) - emapper OG	OGG1	OGG1	TRUE	FALSE	NO signaling
c103730-g3 1-to-3 CDC25B,CDC25A,CDC25C cell division cycle 25B	NA	NA	FALSE	FALSE	Regulation of cell cycle
c101563-g1 MFSD2A (Major facilitator superfamily domain containing) - emapper OG	MFSD2A	MFSD2A	FALSE	FALSE	Plasma membrane transporter
c101567-g1 (Villin headpiece domain) - emapper OG	Villinheadpiecedomain	Villinheadpiecedomain	TRUE	TRUE	Actin dynamics
c101567-g1 (Villin headpiece domain) - emapper OG	Villinheadpiecedomain	Villinheadpiecedomain	TRUE	TRUE	Actin network assembly
c101567-g1 (Villin headpiece domain) - emapper OG	Villinheadpiecedomain	Villinheadpiecedomain	TRUE	TRUE	Regulation of calcium signaling
c101569-g1 1-to-4 ABCB11,ABCB4,ABCB5,ABCB1 ATP binding cassette subfamily B member 11	ABCB11,ABCB4,ABCB5,ABCB1	ABCB11,ABCB4,ABCB5,ABCB1	FALSE	FALSE	Plasma membrane transporter
c101581-g1 1-to-1 KIAA1468 KIAA1468	KIAA1468	KIAA1468	FALSE	FALSE	Vesicular trafficking
c101590-g2 PCDH15 (protocadherin-related 15) - emapper OG	PCDH15	PCDH15	TRUE	TRUE	Regulation of adhesion complexes
c91378-g1 1-to-2 CDCA7,CDCA7L cell division cycle associated 7	NA	NA	FALSE	FALSE	Regulation of cell cycle
c101956-g1 1-to-2 CDK14,CDK15 cyclin dependent kinase 14	NA	NA	FALSE	FALSE	Regulation of cell cycle
c101604-g1 dm-Blos3	BLOC1S3	BLOC1S3	FALSE	FALSE	Lysosomes
c101604-g1 dm-Blos3	BLOC1S3	BLOC1S3	FALSE	FALSE	Vesicular trafficking
c101618-g1 hs-CENPQ,DSN1,C20orf96,HAUS8,TEX12,GORAB	CENPQ,DSN1,C20orf96,HAUS8,TEX12,GORAB	CENPQ,DSN1,C20orf96,HAUS8,TEX12,GORAB	FALSE	FALSE	Microtubule dynamics
c101618-g1 hs-CENPQ,DSN1,C20orf96,HAUS8,TEX12,GORAB	CENPQ,DSN1,C20orf96,HAUS8,TEX12,GORAB	CENPQ,DSN1,C20orf96,HAUS8,TEX12,GORAB	FALSE	FALSE	Regulation of cell cycle
c101619-g1 1-to-1 DOK5 docking protein 5	DOK5	DOK5	FALSE	FALSE	JNK/p38 MAPK signaling
c92139-g2 1-to-1 CDT1 chromatin licensing and DNA replication factor 1	NA	NA	FALSE	FALSE	Regulation of cell cycle
c101659-g1 (Inherit from euNOG: Phosphatase and actin regulator 2) - emapper OG	Phosphataseandactinregulator2	Phosphataseandactinregulator2	FALSE	FALSE	Actin dynamics
c101659-g1 (Inherit from euNOG: Phosphatase and actin regulator 2) - emapper OG	Phosphataseandactinregulator2	Phosphataseandactinregulator2	FALSE	FALSE	Actomyosin contractility
c101661-g1 1-to-1 PCNP PEST proteolytic signal containing nuclear protein	PCNP	PCNP	FALSE	FALSE	Apoptosis
c101661-g1 1-to-1 PCNP PEST proteolytic signal containing nuclear protein	PCNP	PCNP	FALSE	FALSE	Regulation of cell cycle
c101664-g5 1-to-1 TRRAP transformation/transcription domain associated protein	TRRAP	TRRAP	FALSE	FALSE	Regulation of cell cycle
c101670-g1 1-to-3 PFKL,PFKM,PFKP phosphofructokinase, liver type	PFKL,PFKM,PFKP	PFKL,PFKM,PFKP	FALSE	FALSE	Metabolism
c101676-g4 1-to-1 MARF1 meiosis regulator and mRNA stability factor 1	MARF1	MARF1	FALSE	FALSE	RNA processing
c101677-g1 1-to-1 EPS8L2 EPS8 like 2	EPS8L2	EPS8L2	TRUE	TRUE	Regulation of adhesion complexes
c101677-g1 1-to-1 EPS8L2 EPS8 like 2	EPS8L2	EPS8L2	TRUE	TRUE	Regulation of cytoskeleton at the membrane
c101678-g2 1-to-1 ABHD6 abhydrolase domain containing 6	ABHD6	ABHD6	FALSE	FALSE	Metabolism
c101678-g2 1-to-1 ABHD6 abhydrolase domain containing 6	ABHD6	ABHD6	FALSE	FALSE	Phospholipid signaling
c101691-g1 1-to-2 FAM76A,FAM76B family with sequence similarity 76 member A	FAM76A,FAM76B	FAM76A,FAM76B	FALSE	FALSE	Regulation of inflammation
c101709-g1 2-to-1 SLC8B1 solute carrier family 8 member B1	SLC8B1	SLC8B1	FALSE	FALSE	Plasma membrane transporter
c101715-g1 1-to-3 ARHGAP24,ARHGAP25,ARHGAP22 Rho GTPase activating protein 24	ARHGAP24,ARHGAP25,ARHGAP22	ARHGAP24,ARHGAP25,ARHGAP22	TRUE	TRUE	Rac1 GTPase signaling
c101715-g1 1-to-3 ARHGAP24,ARHGAP25,ARHGAP22 Rho GTPase activating protein 24	ARHGAP24,ARHGAP25,ARHGAP22	ARHGAP24,ARHGAP25,ARHGAP22	TRUE	TRUE	Rho signaling
c101746-g1 1-to-1 DAPK1 death associated protein kinase 1	DAPK1	DAPK1	FALSE	FALSE	Apoptosis
c101748-g1 1-to-4 SLC12A7,SLC12A6,SLC12A5,SLC12A4 solute carrier family 12 member 7	SLC12A7,SLC12A6,SLC12A5,SLC12A4	SLC12A7,SLC12A6,SLC12A5,SLC12A4	FALSE	FALSE	Plasma membrane transporter
c101756-g1 1-to-1 GRAMD4 GRAM domain containing 4	GRAMD4	GRAMD4	FALSE	FALSE	Apoptosis
c101765-g1 1-to-4 WNK4,WNK2,WNK1,WNK3 WNK lysine deficient protein kinase 4	WNK4,WNK2,WNK1,WNK3	WNK4,WNK2,WNK1,WNK3	FALSE	FALSE	Regulation of calcium signaling
c101325-g4 CELSR1 (cadherin, EGF LAG seven-pass G-type receptor 1) - blastp	NA	NA	FALSE	FALSE	GPCR signaling
c101325-g4 CELSR1 (cadherin, EGF LAG seven-pass G-type receptor 1) - blastp	NA	NA	FALSE	FALSE	Regulation of adhesion complexes
c102691-g3 1-to-1 CEP120 centrosomal protein 120	NA	NA	FALSE	FALSE	Regulation of ciliary function
c101804-g1 1-to-1 RPA1 replication protein A1	RPA1	RPA1	FALSE	FALSE	Regulation of cell cycle
c101810-g1 ATF2 (Activating transcription factor) - emapper OG	ATF2	ATF2	TRUE	FALSE	JNK/p38 MAPK signaling
c101810-g1 ATF2 (Activating transcription factor) - emapper OG	ATF2	ATF2	TRUE	FALSE	Stress-related transcription activity
c101812-g1 LRRK2 (leucine-rich repeat kinase 2) - blastp	LRRK2	LRRK2	FALSE	FALSE	Lysosomes
c101812-g1 LRRK2 (leucine-rich repeat kinase 2) - blastp	LRRK2	LRRK2	FALSE	FALSE	Vesicular trafficking
c101831-g1 1-to-3 RASSF1,RASSF3,RASSF5 Ras association domain family member 1	RASSF1,RASSF3,RASSF5	RASSF1,RASSF3,RASSF5	FALSE	FALSE	Ras GTPase signaling
c101832-g1 1-to-2 RHOT2,RHOT1 ras homolog family member T2	RHOT2,RHOT1	RHOT2,RHOT1	FALSE	FALSE	Metabolism
c101832-g1 1-to-2 RHOT2,RHOT1 ras homolog family member T2	RHOT2,RHOT1	RHOT2,RHOT1	FALSE	FALSE	Regulation of calcium signaling
c101836-g1 (Inherit from opiNOG: ArfGAP with coiled-coil, ankyrin repeat and PH domains) - emapper OG	ArfGAPwithcoiled-coil,ankyrinrepeatandPHdomains	ArfGAPwithcoiled-coil,ankyrinrepeatandPHdomains	FALSE	FALSE	Vesicular trafficking
c96242-g1 1-to-1 CEP192 centrosomal protein 192	NA	NA	FALSE	FALSE	Regulation of ciliary function
c86130-g1 1-to-1 CEP57 centrosomal protein 57	NA	NA	FALSE	FALSE	Regulation of ciliary function
c101864-g1 2-to-1 MARS methionyl-tRNA synthetase	MARS	MARS	FALSE	FALSE	Regulation of inflammation
c101892-g1 1-to-15 USP6NL,TBC1D28,TBC1D26,TBC1D3G... USP6 N-terminal like	USP6NL,TBC1D28,TBC1D26,TBC1D3G...	USP6NL,TBC1D28,TBC1D26,TBC1D3G...	FALSE	FALSE	Vesicular trafficking
c104174-g1 1-to-2 CFAP100,CCDC38 cilia and flagella associated protein 100	NA	NA	FALSE	FALSE	Regulation of ciliary function
c106278-g1 1-to-1 CFAP54 cilia and flagella associated protein 54	NA	NA	FALSE	FALSE	Regulation of ciliary function
c47756-g1 1-to-1 CFAP61 cilia and flagella associated protein 61	NA	NA	FALSE	FALSE	Regulation of ciliary function
c104657-g1 1-to-3 CHD5,CHD4,CHD3 chromodomain helicase DNA binding protein 5	NA	NA	FALSE	FALSE	Apoptosis
c101919-g1 (guanylate cyclase 1, soluble) - emapper OG	guanylatecyclase1,soluble	guanylatecyclase1,soluble	TRUE	TRUE	NO signaling
c101928-g1 1-to-2 CAMKK1,CAMKK2 calcium/calmodulin dependent protein kinase kinase 1	CAMKK1,CAMKK2	CAMKK1,CAMKK2	TRUE	FALSE	Regulation of calcium signaling
c101928-g2 NKX6-3 (NK6 homeobox 3) - emapper OG	NKX6-3	NKX6-3	FALSE	FALSE	Differentiation (gland cell related)
c101928-g2 NKX6-3 (NK6 homeobox 3) - emapper OG	NKX6-3	NKX6-3	FALSE	FALSE	NO signaling
c101932-g1 PIK3R3 (Phosphoinositide-3-kinase, regulatory subunit) - emapper OG	PIK3R3	PIK3R3	TRUE	TRUE	GPCR signaling
c101932-g1 PIK3R3 (Phosphoinositide-3-kinase, regulatory subunit) - emapper OG	PIK3R3	PIK3R3	TRUE	TRUE	Phospholipid signaling
c101932-g1 PIK3R3 (Phosphoinositide-3-kinase, regulatory subunit) - emapper OG	PIK3R3	PIK3R3	TRUE	TRUE	PI3K signaling
c101932-g1 PIK3R3 (Phosphoinositide-3-kinase, regulatory subunit) - emapper OG	PIK3R3	PIK3R3	TRUE	TRUE	Rac1 GTPase signaling
c101932-g1 PIK3R3 (Phosphoinositide-3-kinase, regulatory subunit) - emapper OG	PIK3R3	PIK3R3	TRUE	TRUE	Rho signaling
c102971-g2 4-to-2 CHN2,CHN1 chimerin 2	NA	NA	FALSE	FALSE	Rac1 GTPase signaling
c101944-g1 2-to-2 PPIP5K1,PPIP5K2 diphosphoinositol pentakisphosphate kinase 1	PPIP5K1,PPIP5K2	PPIP5K1,PPIP5K2	FALSE	FALSE	Apoptosis
c101944-g1 2-to-2 PPIP5K1,PPIP5K2 diphosphoinositol pentakisphosphate kinase 1	PPIP5K1,PPIP5K2	PPIP5K1,PPIP5K2	FALSE	FALSE	Vesicular trafficking
c101945-g1 1-to-2 PRPSAP2,PRPSAP1 phosphoribosyl pyrophosphate synthetase associated protein 2	PRPSAP2,PRPSAP1	PRPSAP2,PRPSAP1	FALSE	FALSE	Metabolism
c101975-g1 NEO1 (deleted in colorectal carcinoma) - emapper OG	NA	NA	FALSE	FALSE	Regulation of adhesion complexes
c101975-g1 NEO1 (deleted in colorectal carcinoma) - emapper OG	NA	NA	FALSE	FALSE	Regulation of cytoskeleton at the membrane
c102636-g2 (Cohesin domain) - emapper OG	NA	NA	FALSE	FALSE	Regulation of cell cycle
c101970-g1 1-to-7 CACNA1C,CACNA1D,CACNA1A,CACNA1S... calcium voltage-gated channel subunit alpha1 C	CACNA1C,CACNA1D,CACNA1A,CACNA1S...	CACNA1C,CACNA1D,CACNA1A,CACNA1S...	TRUE	TRUE	Regulation of calcium signaling
c104644-g1 1-to-1 COPB1 coatomer protein complex subunit beta 1	NA	NA	FALSE	FALSE	Vesicular trafficking
c104637-g1 1-to-2 COPG1,COPG2 coatomer protein complex subunit gamma 1	NA	NA	FALSE	FALSE	Vesicular trafficking
c101984-g1 (EH) - emapper OG	EH	EH	FALSE	FALSE	Vesicular trafficking
c102012-g1 PLEKHH2 (pleckstrin homology, MyTH4 and FERM domain containing H2) - blastp	PLEKHH2	PLEKHH2	TRUE	FALSE	Regulation of adhesion complexes
c102012-g1 PLEKHH2 (pleckstrin homology, MyTH4 and FERM domain containing H2) - blastp	PLEKHH2	PLEKHH2	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c102020-g1 toc1, Schizosaccharomyces pombe (strain 972 / ATCC..	toc1,	toc1	FALSE	FALSE	Metabolism
c102027-g2 2-to-4 DLG1,DLG3,DLG2,DLG4 discs large MAGUK scaffold protein 1	DLG1,DLG3,DLG2,DLG4	DLG1,DLG3,DLG2,DLG4	FALSE	FALSE	Post-synaptic scaffold
c102027-g2 2-to-4 DLG1,DLG3,DLG2,DLG4 discs large MAGUK scaffold protein 1	DLG1,DLG3,DLG2,DLG4	DLG1,DLG3,DLG2,DLG4	FALSE	FALSE	Regulation of adhesion complexes
c100033-g1 CPS1 (carbamoylphosphate synthase) - emapper OG	NA	NA	FALSE	FALSE	Metabolism
c102040-g1 1-to-1 MAF1 MAF1 homolog, negative regulator of RNA polymerase III	MAF1	MAF1	TRUE	FALSE	MTORC2 signaling
c102040-g1 1-to-1 MAF1 MAF1 homolog, negative regulator of RNA polymerase III	MAF1	MAF1	TRUE	FALSE	Stress-related transcription activity
c102041-g1 3-to-2 RPH3AL,RPH3A rabphilin 3A like (without C2 domains)	RPH3AL,RPH3A	RPH3AL,RPH3A	TRUE	FALSE	Exocytosis
c102041-g1 3-to-2 RPH3AL,RPH3A rabphilin 3A like (without C2 domains)	RPH3AL,RPH3A	RPH3AL,RPH3A	TRUE	FALSE	Regulation of adhesion complexes
c102041-g1 3-to-2 RPH3AL,RPH3A rabphilin 3A like (without C2 domains)	RPH3AL,RPH3A	RPH3AL,RPH3A	TRUE	FALSE	Regulation of calcium signaling
c102045-g3 1-to-3 CBFA2T2,CBFA2T3,RUNX1T1 CBFA2/RUNX1 translocation partner 2	CBFA2T2,CBFA2T3,RUNX1T1	CBFA2T2,CBFA2T3,RUNX1T1	FALSE	FALSE	Hematopoietic identity transcription activity
c104157-g1 1-to-1 CRNKL1 crooked neck pre-mRNA splicing factor 1	NA	NA	FALSE	FALSE	RNA processing
c102471-g2 2-to-2 CSK,MATK C-terminal Src kinase	NA	NA	FALSE	FALSE	Regulation of adhesion complexes
c102062-g2 ZC3H6 (zinc finger CCCH-type containing) - emapper OG	ZC3H6	ZC3H6	FALSE	FALSE	Regulation of inflammation
c102062-g2 ZC3H6 (zinc finger CCCH-type containing) - emapper OG	ZC3H6	ZC3H6	FALSE	FALSE	RNA processing
c102069-g1 GIGYF1 (GRB10 interacting GYF protein 1) - emapper OG	GIGYF1	GIGYF1	FALSE	FALSE	RNA processing
c101598-g1 1-to-3 CTNNA1,CTNNA2,CTNNA3 catenin alpha 1	NA	NA	TRUE	FALSE	Regulation of adhesion complexes
c101598-g1 1-to-3 CTNNA1,CTNNA2,CTNNA3 catenin alpha 1	NA	NA	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c102083-g1 1-to-1 NF1 neurofibromin 1	NF1	NF1	TRUE	FALSE	MTORC2 signaling
c102083-g1 1-to-1 NF1 neurofibromin 1	NF1	NF1	TRUE	FALSE	Ras GTPase signaling
c102083-g1 1-to-1 NF1 neurofibromin 1	NF1	NF1	TRUE	FALSE	RhoA GTPase signaling
c102083-g1 1-to-1 NF1 neurofibromin 1	NF1	NF1	TRUE	FALSE	Rho signaling
c102090-g2 hs-CASP5,CASP2,CASP10,CASP1	CASP5,CASP2,CASP10,CASP1	CASP5,CASP2,CASP10,CASP1	FALSE	FALSE	Apoptosis
c102095-g2 2-to-2 MAPK8IP3,SPAG9 mitogen-activated protein kinase 8 interacting protein 3	MAPK8IP3,SPAG9	MAPK8IP3,SPAG9	FALSE	FALSE	JNK/p38 MAPK signaling
c102097-g1 1-to-1 CC2D1A coiled-coil and C2 domain containing 1A	CC2D1A	CC2D1A	FALSE	FALSE	Regulation of cell cycle
c102097-g1 1-to-1 CC2D1A coiled-coil and C2 domain containing 1A	CC2D1A	CC2D1A	FALSE	FALSE	Regulation of inflammation
c102098-g1 1-to-3 PACSIN2,PACSIN3,PACSIN1 protein kinase C and casein kinase substrate in neurons 2	PACSIN2,PACSIN3,PACSIN1	PACSIN2,PACSIN3,PACSIN1	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c102098-g1 1-to-3 PACSIN2,PACSIN3,PACSIN1 protein kinase C and casein kinase substrate in neurons 2	PACSIN2,PACSIN3,PACSIN1	PACSIN2,PACSIN3,PACSIN1	TRUE	FALSE	Vesicular trafficking
c102099-g5 NLGN4X, Macaca mulatta	NLGN4X,	NLGN4X	FALSE	FALSE	Post-synaptic scaffold
c102099-g5 NLGN4X, Macaca mulatta	NLGN4X,	NLGN4X	FALSE	FALSE	Regulation of adhesion complexes
c102115-g1 (TAR DNA binding protein) - emapper OG	TARDNAbindingprotein	TARDNAbindingprotein	FALSE	FALSE	RNA processing
c102116-g1 1-to-1 WDR24 WD repeat domain 24	WDR24	WDR24	FALSE	FALSE	MTORC1 signaling
c102709-g2 CTR9 (Ctr9, Paf1 RNA polymerase II complex component, homolog (S. cerevisiae)) - emapper OG	NA	NA	FALSE	FALSE	Regulation of cell cycle
c102128-g2 1-to-1 DNAI1 dynein axonemal intermediate chain 1	DNAI1	DNAI1	FALSE	FALSE	Regulation of ciliary function
c104875-g2 14-to-1 CYP46A1 cytochrome P450 family 46 subfamily A member 1	NA	NA	FALSE	FALSE	Metabolism
c104875-g2 14-to-1 CYP46A1 cytochrome P450 family 46 subfamily A member 1	NA	NA	FALSE	FALSE	Phospholipid signaling
c102135-g3 FYN (viral oncogene homolog) - emapper OG	FYN	FYN	TRUE	FALSE	Regulation of adhesion complexes
c102135-g4 2-to-8 BLK,LCK,FYN,SRC... BLK proto-oncogene, Src family tyrosine kinase	BLK,LCK,FYN,SRC...	BLK,LCK,FYN,SRC...	TRUE	TRUE	Regulation of adhesion complexes
c96483-g1 1-to-2 DBN1,DBNL drebrin 1	NA	NA	TRUE	FALSE	Actin dynamics
c96483-g1 1-to-2 DBN1,DBNL drebrin 1	NA	NA	TRUE	FALSE	Actin network assembly
c96483-g1 1-to-2 DBN1,DBNL drebrin 1	NA	NA	TRUE	FALSE	Microtubule dynamics
c102146-g1 1-to-3 STK32B,STK32C,STK32A serine/threonine kinase 32B	STK32B,STK32C,STK32A	STK32B,STK32C,STK32A	FALSE	FALSE	Microtubule dynamics
c104294-g3 DD3-3, Dictyostelium discoideum	NA	NA	FALSE	FALSE	Regulation of adhesion complexes
c102161-g1 GGA1 (golgi-associated, gamma adaptin ear containing, ARF binding protein) - emapper OG	GGA1	GGA1	FALSE	FALSE	Vesicular trafficking
c103091-g1 1-to-1 DDHD1 DDHD domain containing 1	NA	NA	FALSE	FALSE	Phospholipid signaling
c102176-g1 1-to-1 BRD8 bromodomain containing 8	BRD8	BRD8	FALSE	FALSE	Stress-related transcription activity
c102177-g1 1-to-4 ATP8B4,ATP8B3,ATP8B2 ATPase phospholipid transporting 8B4 (putative)	ATP8B4,ATP8B3,ATP8B2	ATP8B4,ATP8B3,ATP8B2	FALSE	FALSE	Lysosomal transporter
c102189-g1 1-to-1 ARMT1 acidic residue methyltransferase 1	ARMT1	ARMT1	FALSE	FALSE	Metabolism
c101398-g2 1-to-2 DENND5A,DENND5B DENN domain containing 5A	NA	NA	FALSE	FALSE	Vesicular trafficking
c102197-g1 hs-PPP1R17	PPP1R17	PPP1R17	TRUE	FALSE	NO signaling
c102200-g1 HNRNPUL1 (heterogeneous nuclear ribonucleoprotein U-like 1) - emapper OG	HNRNPUL1	HNRNPUL1	FALSE	FALSE	RNA processing
c112553-g1 1-to-1 DIXDC1 DIX domain containing 1	NA	NA	TRUE	FALSE	Actin network assembly
c112553-g1 1-to-1 DIXDC1 DIX domain containing 1	NA	NA	TRUE	FALSE	JNK/p38 MAPK signaling
c112553-g1 1-to-1 DIXDC1 DIX domain containing 1	NA	NA	TRUE	FALSE	Rac1 GTPase signaling
c100129-g1 1-to-3 DLC1,STARD13,STARD8 DLC1 Rho GTPase activating protein	NA	NA	FALSE	FALSE	Cdc42 GTPase signaling
c100129-g1 1-to-3 DLC1,STARD13,STARD8 DLC1 Rho GTPase activating protein	NA	NA	FALSE	FALSE	RhoA GTPase signaling
c104151-g2 1-to-1 DLGAP5 DLG associated protein 5	NA	NA	FALSE	FALSE	Microtubule dynamics
c102219-g1 1-to-4 E2F3,E2F1,E2F2,E2F6 E2F transcription factor 3	E2F3,E2F1,E2F2,E2F6	E2F3,E2F1,E2F2,E2F6	FALSE	FALSE	Regulation of cell cycle
c102220-g4 GFPT2 (glutamine-fructose-6-phosphate transaminase 2) - emapper OG	GFPT2	GFPT2	FALSE	FALSE	Metabolism
c102229-g2 1-to-2 TOMM34,SPAG1 translocase of outer mitochondrial membrane 34	TOMM34,SPAG1	TOMM34,SPAG1	FALSE	FALSE	Metabolism
c102229-g2 1-to-2 TOMM34,SPAG1 translocase of outer mitochondrial membrane 34	TOMM34,SPAG1	TOMM34,SPAG1	FALSE	FALSE	Regulation of ciliary function
c102233-g2 3-to-2 PLXNA3,PLXNA1 plexin A3	PLXNA3,PLXNA1	PLXNA3,PLXNA1	TRUE	FALSE	Regulation of adhesion complexes
c102233-g2 3-to-2 PLXNA3,PLXNA1 plexin A3	PLXNA3,PLXNA1	PLXNA3,PLXNA1	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c102234-g1 1-to-3 PPP6R3,PPP6R1,PPP6R2 protein phosphatase 6 regulatory subunit 3	PPP6R3,PPP6R1,PPP6R2	PPP6R3,PPP6R1,PPP6R2	FALSE	FALSE	Regulation of inflammation
c102245-g2 1-to-2 ARPIN,C15orf38-AP3S2 actin related protein 2/3 complex inhibitor	ARPIN,C15orf38-AP3S2	ARPIN,C15orf38-AP3S2	TRUE	FALSE	Actin network assembly
c102262-g1 1-to-2 MYO9A,MYO9B myosin IXA	MYO9A,MYO9B	MYO9A,MYO9B	TRUE	TRUE	Actomyosin contractility
c102262-g1 1-to-2 MYO9A,MYO9B myosin IXA	MYO9A,MYO9B	MYO9A,MYO9B	TRUE	TRUE	RhoA GTPase signaling
c102262-g1 1-to-2 MYO9A,MYO9B myosin IXA	MYO9A,MYO9B	MYO9A,MYO9B	TRUE	TRUE	Rho signaling
c102295-g3 1-to-2 ARHGEF10,ARHGEF10L Rho guanine nucleotide exchange factor 10	ARHGEF10,ARHGEF10L	ARHGEF10,ARHGEF10L	TRUE	TRUE	GPCR signaling
c102295-g3 1-to-2 ARHGEF10,ARHGEF10L Rho guanine nucleotide exchange factor 10	ARHGEF10,ARHGEF10L	ARHGEF10,ARHGEF10L	TRUE	TRUE	RhoA GTPase signaling
c102295-g3 1-to-2 ARHGEF10,ARHGEF10L Rho guanine nucleotide exchange factor 10	ARHGEF10,ARHGEF10L	ARHGEF10,ARHGEF10L	TRUE	TRUE	Rho signaling
c102308-g1 THIM (4-methyl-5-beta-hydroxyethylthiazole kinase) - emapper OG	THIM	THIM	FALSE	FALSE	Metabolism
c102330-g1 KSR2 (kinase suppressor of Ras) - emapper OG	KSR2	KSR2	FALSE	FALSE	JNK/p38 MAPK signaling
c102330-g1 KSR2 (kinase suppressor of Ras) - emapper OG	KSR2	KSR2	FALSE	FALSE	Ras GTPase signaling
c26245-g1 1-to-3 DMD,UTRN,DRP2 dystrophin	NA	NA	TRUE	FALSE	Regulation of adhesion complexes
c26245-g1 1-to-3 DMD,UTRN,DRP2 dystrophin	NA	NA	TRUE	FALSE	Regulation of cytoskeleton at the membrane
c102346-g1 1-to-1 SMAP2 small ArfGAP2	SMAP2	SMAP2	FALSE	FALSE	Vesicular trafficking
